source,pub_time,title,content,url
东方财富-证券日报,2026-05-25 19:06:00,立讯精密：存储芯片涨价本身并未给公司带来额外成本压力,立讯精密在接受调研者提问时表示，ODM/JDM厂商通常不直接承担存储、显示屏、电池、CPU等核心零部件价格波动带来的成本风险，因此，存储芯片涨价本身并未给公司带来额外成本压力。（文章来源：证券日报）,http://finance.eastmoney.com/a/202605253748339322.html
东方财富-市场监管总局,2026-05-27 19:41:00,市场监管总局依法对立讯精密工业股份有限 公司违法实施经营者集中案作出从轻处罚决定,5月21日，市场监管总局依法对立讯精密工业股份有限公司（以下简称立讯精密）收购闻泰科技股份有限公司部分业务违反《中华人民共和国反垄断法》实施经营者集中案作出行政处罚决定，综合考虑立讯精密主动报告违法事实、完善反垄断合规管理制度并有效实施等情形，决定对其处以90万元罚款。　　2025年2月17日，立讯精密主动向市场监管总局报告，其收购闻泰科技股份有限公司部分业务的交易涉嫌违法实施经营者集中。经调查，该交易确系在未依法申报的情况下完成，违反了《中华人民共和国反垄断法》关于经营者集中事先申报的有关规定。经评估，该项交易不具有排除、限制竞争的效果。鉴于立讯精密在市场监管总局尚未掌握其违法事实前主动报告，符合法定从轻处罚情形。同时，立讯精密主动完善并有效实施反垄断合规管理制度，符合一项下调罚款情形。依据《中华人民共和国反垄断法》和《违法实施经营者集中行政处罚裁量权基准（试行）》相关规定，市场监管总局依法对立讯精密从轻处罚并下调罚款数额，作出上述处罚决定。　　本案充分体现了反垄断执法“处罚与教育相结合”的原则，激励经营主体主动报告违法行为，争取降低罚款金额。市场监管总局提示经营主体，要敬畏法律、重视合规，在发现自身可能存在未依法申报经营者集中等违法情形时，主动采取措施消除或者减轻违法后果，主动向监管部门报告违法行为，积极配合调查，建立或者完善反垄断合规管理制度并有效实施，争取在处罚裁量中获得监管部门的认可，避免更严重的法律后果。（文章来源：市场监管总局）,http://finance.eastmoney.com/a/202605273751471354.html
东方财富-每日经济新闻,2026-05-27 20:23:11,立讯精密回应被罚90万元：已就本次事项积极整改，并进一步完善反垄断合规管理机制,5月27日，市场监管总局发布立讯精密工业股份有限公司收购闻泰科技股份有限公司部分业务违法实施经营者集中案行政处罚决定书。市场监管总局认为，立讯精密负有依法申报经营者集中的法律义务，未依法事先申报实施经营者集中，违反反垄断法相关规定，构成违法实施经营者集中，但不具有排除、限制竞争的效果。　　市场监管总局决定对立讯精密处以90万元罚款的行政处罚。　　5月27日，记者联系立讯精密方面了解情况，公司回应称，本次处罚系公司收购闻泰科技部分业务未及时进行经营者集中申报。经主管机关调查评估，本项经营者集中不具有排除、限制竞争的效果。公司已收到并尊重相关行政处罚决定，将依法按期缴纳90万元罚款。该处罚不影响公司正常经营及财务状况。　　立讯方面还表示：“公司高度重视反垄断及经营者集中申报相关合规要求，已就本次事项积极整改，并进一步完善反垄断合规管理机制。”（文章来源：每日经济新闻）,http://finance.eastmoney.com/a/202605273751487771.html
东方财富-中国证券报,2026-05-27 15:32:00,立讯精密收购闻泰科技部分业务违法实施经营者集中，市场监管总局处罚,市场监管总局发布立讯精密工业股份有限公司收购闻泰科技股份有限公司部分业务违法实施经营者集中案行政处罚决定书　　2026年5月21日，市场监管总局对立讯精密工业股份有限公司收购闻泰科技股份有限公司部分业务违法实施经营者集中案作出行政处罚决定，现将行政处罚决定书予以公告。　　来源：市场监管总局网站（文章来源：中国证券报）,http://finance.eastmoney.com/a/202605273751270131.html
东方财富-界面新闻,2026-05-26 17:20:34,立讯精密今日大宗交易平价成交196.47万股，成交额1.42亿元,5月26日，立讯精密大宗交易成交196.47万股，成交额1.42亿元，占当日总成交额的1.24%，成交价72.45元，较市场收盘价72.45元持平。 （文章来源：界面新闻）,http://finance.eastmoney.com/a/202605263749774368.html
东方财富-中国证券报·中证金牛座,2026-05-27 17:40:08,立讯精密遭市场监管总局处罚！收购闻泰科技部分业务涉嫌违法实施经营者集中,5月27日，市场监管总局发布立讯精密收购闻泰科技部分业务违法实施经营者集中案行政处罚决定书。该决定书显示对立讯精密处以90万元罚款的行政处罚。　　2025年2月17日，立讯精密主动向市场监管总局报告，其收购闻泰科技股份有限公司部分业务的交易涉嫌违法实施经营者集中。　　经调查，该交易确系在未依法申报的情况下完成，违反了《中华人民共和国反垄断法》关于经营者集中事先申报的有关规定。　　经评估，该项交易不具有排除、限制竞争的效果。鉴于立讯精密在市场监管总局尚未掌握其违法事实前主动报告，符合法定从轻处罚情形；同时，立讯精密主动完善并有效实施反垄断合规管理制度，符合一项下调罚款情形。依据《中华人民共和国反垄断法》和《违法实施经营者集中行政处罚裁量权基准（试行）》相关规定，市场监管总局依法对立讯精密从轻处罚并下调罚款数额，作出上述处罚决定。　　本案充分体现了反垄断执法“处罚与教育相结合”的原则，激励经营主体主动报告违法行为，争取降低罚款金额。　　市场监管总局提示经营主体，要敬畏法律、重视合规，在发现自身可能存在未依法申报经营者集中等违法情形时，主动采取措施消除或者减轻违法后果，主动向监管部门报告违法行为，积极配合调查，建立或者完善反垄断合规管理制度并有效实施，争取在处罚裁量中获得监管部门的认可，避免更严重的法律后果。（文章来源：中国证券报·中证金牛座）,http://finance.eastmoney.com/a/202605273751396712.html
东方财富-澎湃新闻,2026-05-27 18:05:00,立讯精密被罚90万元：收购闻泰科技部分业务未事先申报，构成违法实施经营者集中,因收购闻泰科技部分业务构成违法实施经营者集中，“果链”龙头立讯精密被罚90万元。　　5月27日，据市场监管总局网站，2026年5月21日，市场监管总局对立讯精密工业股份有限公司（简称“立讯精密”，002475.SZ）收购闻泰科技股份有限公司（简称“闻泰科技”或“*ST闻泰”，600745.SH）部分业务违法实施经营者集中案作出行政处罚决定，现将行政处罚决定书予以公告。 　　经查，该案构成违法实施经营者集中，但不具有排除、限制竞争的效果。　　市场监管总局表示，综合考虑立讯精密主动报告违法事实、完善反垄断合规管理制度并有效实施等情形，决定对其处以90万元罚款。　　根据行政处罚决定书，上述交易发生在2025年1月。立讯精密为收购方，闻泰科技为股权出让方，目标业务为闻泰科技通过嘉兴永瑞、上海闻泰电子科技有限公司（以下简称闻泰电子）、上海闻泰信息科技有限公司（以下简称闻泰信息）等三家公司从事的部分电子产品代工业务。　　具体来看，2025年1月23日，立讯精密通过全资子公司立讯通讯（上海）有限公司（以下简称立讯通讯）与闻泰科技全资子公司闻泰通讯股份有限公司（以下简称闻泰通讯）签署《股权转让协议》，闻泰通讯将其持有的目标业务股权转让给立讯通讯。2025年1月26日，嘉兴永瑞和闻泰电子完成股权变更登记，2025年1月27日，闻泰信息完成股权变更登记，立讯精密间接取得目标业务100%股权，单独控制目标业务。　　经查，本次交易前，闻泰科技间接持有目标业务100%股权，单独控制目标业务；本次交易后，立讯精密间接持有目标业务100%股权，单独控制目标业务，属于《反垄断法》第二十五条规定的经营者集中。　　2025年2月17日，立讯精密向市场监管总局提交说明材料，主动告知立讯精密收购嘉兴永瑞电子科技有限公司（以下简称嘉兴永瑞）等三家公司股权的交易涉嫌违法实施经营者集中。经核，上述三家公司是闻泰科技全资子公司，本交易实为立讯精密收购闻泰科技的部分电子产品代工业务。2025年9月5日，市场监管总局对本案立案调查。2025年11月27日，实施进一步调查，对本案是否具有排除、限制竞争效果进行了评估。　　市场监管总局认为，立讯精密负有依法申报经营者集中的法律义务，未依法事先申报实施经营者集中，违反《反垄断法》第二十六条规定，构成违法实施经营者集中。依据《反垄断法》第三十三条，评估认为本项集中不具有排除、限制竞争的效果。　　依据《反垄断法》第五十八条、第五十九条以及《违法实施经营者集中行政处罚裁量权基准（试行）》第五条、第六条、第七条、第九条等规定，本机关综合考虑了当事人违法行为的性质、程度、持续时间和消除违法行为后果的情况等。立讯精密在本机关掌握该违法实施经营者集中行为前主动报告，具有从轻处罚情形。同时，立讯精密在发现违法事实后积极整改，完善反垄断合规管理制度并有效实施，决定对立讯精密处以90万元罚款的行政处罚。　　市场监管总局进一步指出，本案充分体现了反垄断执法“处罚与教育相结合”的原则，激励经营主体主动报告违法行为，争取降低罚款金额。市场监管总局提示经营主体，要敬畏法律、重视合规，在发现自身可能存在未依法申报经营者集中等违法情形时，主动采取措施消除或者减轻违法后果，主动向监管部门报告违法行为，积极配合调查，建立或者完善反垄断合规管理制度并有效实施，争取在处罚裁量中获得监管部门的认可，避免更严重的法律后果。　　官网资料显示，立讯精密成立于2004年5月24日，于2010年9月15日在深圳证券交易所中小企业板挂牌上市。公司致力于为消费电子产品（智能手机、智能可穿戴设备、混合虚拟现实设备、声学模组、无线充电模组、LCP天线、震动马达、VCM等）、汽车领域产品（汽车线束、 汽车连接器、智能座舱、智能驾驶等）以及企业通讯产品（高速互联、光模块、散热模块、电源、基站天线、基站滤波器等）提供从核心零部件、模组到系统组装的一体化智能制造解决方案。　　业绩方面，2025年公司实现营收3323.44亿元，同比增长23.64%；归母净利润166亿元，同比增长24.20%。进入2026年一季度，公司实现营收838.88亿元，同比增长35.77%；归母净利润为36.60亿元，同比增长20.24%。此外，公司预计2026年上半年归母净利润78.4亿元-81.06亿元，同比增长18%-22%。　　当前，立讯精密正在筹划“A+H”上市。公司已于2025年8月18日向香港联交所递交了关于申请发行境外上市外资股（H股）并上市的申请，并于2026年2月27日向香港联交所更新递交了本次发行的申请。　　据大智慧VIP，截至5月27日收盘，立讯精密报71.59元/股，跌1.19%，总市值5216亿元；今年以来累计涨26.63%。（文章来源：澎湃新闻）,http://finance.eastmoney.com/a/202605273751413827.html
东方财富-人民财讯,2026-05-25 08:58:13,立讯精密：光铜并进路线与头部客户布局光芯片、光纤厂商并不矛盾,立讯精密近日召开年度股东会，交流环节中有投资者提问：立讯主张光铜并进，但头部客户英伟达大量布局光芯片、光纤厂商，是否存在矛盾，如何看待光铜路线的发展？立讯精密表示，在公司当前服务的产品中，我们看到未来光连接的需求规模会远大于铜连接，但铜连接的技术门槛同样很高。两者并非简单替代关系，而是会长期共存：短距离场景适用铜连接，长距离及更高速率场景对光连接的需求更大；当铜连接接近信号传输极限时，需要通过光连接解决问题。因此，光铜并进与头部客户布局光芯片、光纤厂商并不矛盾。 （文章来源：人民财讯）,http://finance.eastmoney.com/a/202605253747595496.html
东方财富-东方财富Choice数据,2026-05-25 09:58:54,【调研快报】立讯精密接待公司2025年度股东会参会股东调研,"立讯精密5月25日公告称，5月22日接待公司2025年度股东会参会股东调研。接待人员包括董事长、总经理 王来春,董事、副总经理 钱继文,董事、副总经理 郝杰,独立董事 刘中华,独立董事 宋宇红,独立董事 侯玲玲,财务总监 吴天送,董事会秘书 肖云兮,职工代表董事、证券事务代表 陈蔚航。　　公司就以下问题进行了回复：一、公司董事长、总经理王来春女士与参会股东交流公司经营情况与未来展望

Q1:公司在 AI 算力领域已布局光连接、铜连接、液冷、电源业务,请问公司对技术路线选择的逻辑和未来发展规划是什么?

答:公司自 2013 年起即推动传统线缆连接器业务向通信产业拓展;2020 年初开始布局 AI 算力...点击查看PDF原文免责声明：本文基于AI生产，仅供参考，不构成任何投资建议，据此操作风险自担。东方财富发布此内容旨在传播更多信息，与本平台立场无关。东方财富力求但不保证数据的完全准确，如有错漏请以中国证监会指定上市公司信息披露媒体为准，东方财富不对因该资料全部或部分内容而引致的盈亏承担任何责任。用户个人对服务的使用承担风险，东方财富对此不作任何类型的担保。",http://stock.eastmoney.com/a/202605253747776455.html
东方财富-财联社,2026-05-25 15:34:48,立讯精密：商业航天业务方面目前已供应部分部件,立讯精密(002475.SZ)发布投资者关系活动记录表公告，在人形机器人领域，当前行业最需要的是机器人专用标准零部件。立讯常熟工厂已具备相关能力，可以配合核心客户同步开发这类专用零部件，不必完全沿用工业或汽车领域的现有零部件。　　商业航天业务方面，立讯目前已供应部分部件，但规模不大；海外客户普遍对地缘政治因素较为敏感，产业规模化仍需要一定时间。　　从物理极限来看，896G铜连接仍存在较大挑战，目前行业尚未找到明确的突破方案。行业专家判断，448G铜连接可以满足至2030年前后的需求。在公司当前服务的产品中，我们看到未来光连接的需求规模会远大于铜连接，但铜连接的技术门槛同样很高。两者并非简单替代关系，而是会长期共存：短距离场景适用铜连接，长距离及更高速率场景对光连接的需求更大；当铜连接接近信号传输极限时，需要通过光连接解决问题。因此，光铜并进与头部客户布局光芯片、光纤厂商并不矛盾。 （文章来源：财联社）,http://finance.eastmoney.com/a/202605253748132653.html
东方财富-证券时报网,2026-05-25 17:57:00,立讯精密股东会交流聚焦AI算力与新赛道 光铜并进深耕核心优势,5月25日晚间，立讯精密(002475)公告，公司5月22日在广东东莞召开2025年度股东会交流活动，董事长兼总经理王来春携核心管理层出席，围绕当前市场热点AI算力布局、通信技术路线、汽车业务规划、人形机器人等新兴领域，全面披露最新业务进展与中长期发展规划，集中回应投资者核心关切。　　当前全球AI算力产业持续维持高景气度，成为电子制造企业竞争布局的核心赛道。立讯精密自2020年起正式切入AI算力赛道，2024年以来加速开拓海外CSP市场，向客户推介通信成熟产品，目前已形成光连接、铜连接、液冷、电源四大核心布局。公司判断，未来3至5年全球AI算力需求将保持强劲增长态势，该赛道成长机遇堪比2017年消费电子行业黄金发展期，不过能源短缺问题或将对行业发展带来一定挑战。　　在核心通信技术路线选择上，立讯精密坚持“光铜并进”核心策略，明确两者为长期共存关系，并非简单替代。随着信号传输速率持续提升，光连接可覆盖更远距离、更高传输速率需求，适配长距离高速场景；铜连接聚焦短距离应用，且因需对信号源、线缆、连接器及系统架构进行全方位设计，技术门槛更高，未来铜连接领域头部供应商集中度预计进一步提升，仅少数厂商具备核心竞争力。　　具体产品层面，铜连接领域，公司448GCPC技术已处于行业领先水平，业务进度符合预期，行业专家判断该技术可满足至2030年前后市场需求，而896G铜连接产品受物理极限限制，目前行业尚未找到明确突破方案。　　光模块领域，作为新入局者，公司800G光模块正推进客户验证量产，短期面临成熟同业企业竞争挑战，暂不具备自研1.6T硅光芯片能力，后续将依托供应链伙伴协同发展。　　消费电子端侧AI产品方面，公司表示当前端侧AI产品尚未形成百万级、千万级出货规模的消费者刚需。AI眼镜仅在提词器、翻译工具、投屏显示等细分场景具备应用价值，未成为刚需产品，公司将紧跟行业步伐保持技术领先。　　对于AI手机，立讯认为其核心壁垒不在于硬件实现，而在于生态建设及地区政策法规适配，后续将聚焦具备颠覆性创新能力的客户深化合作。　　汽车业务作为公司第二增长曲线，立讯精密明确表态不考虑整车OEM组装业务，当前汽车板块核心经营重点为中国车企出海提供Tier1全球制造配套服务，同时为海外汽车品牌提供全球配套资源。目前，立讯是国内Tier1供应商中全球服务布局较为完整的企业之一，此前对Leoni的布局已验证成功并收获良好成果，京西布局价值也将逐步释放。　　新兴赛道探索层面，立讯对人形机器人采取持续关注、谨慎投入策略，常熟工厂已具备机器人专用标准零部件开发能力，无需沿用工业或汽车领域现有零部件。公司判断全球机器人长期需求广阔，但大规模需求落地时间尚不明确，行业缺乏统一法规与标准，未来或率先在室内商业场景实现规模化应用。　　商业航天领域，公司已供应部分部件，但规模较小，海外客户对地缘政治因素敏感，产业规模化仍需时间。　　此外，PCB业务暂不纳入公司短期发展计划，液冷、低压DC-DC电源业务正处于夯实基础阶段，待成熟后再发力。　　公司称存储芯片涨价对公司无直接成本压力，ODM/JDM模式有效规避核心零部件价格波动风险。（文章来源：证券时报网）,http://finance.eastmoney.com/a/202605253748297963.html
东方财富-财联社,2026-05-27 15:09:29,市场监管总局发布立讯精密收购闻泰科技部分业务违法实施经营者集中案行政处罚决定书,2026年5月21日，市场监管总局对立讯精密工业股份有限公司收购闻泰科技股份有限公司部分业务违法实施经营者集中案作出行政处罚决定，现将行政处罚决定书予以公告。立讯精密负有依法申报经营者集中的法律义务，未依法事先申报实施经营者集中，违反《反垄断法》第二十六条规定，构成违法实施经营者集中。依据《反垄断法》第三十三条，评估认为本项集中不具有排除、限制竞争的效果。依据《反垄断法》第五十八条、第五十九条以及《违法实施经营者集中行政处罚裁量权基准（试行）》第五条、第六条、第七条、第九条等规定，本机关综合考虑了当事人违法行为的性质、程度、持续时间和消除违法行为后果的情况等。立讯精密在本机关掌握该违法实施经营者集中行为前主动报告，具有从轻处罚情形。同时，立讯精密在发现违法事实后积极整改，完善反垄断合规管理制度并有效实施，决定对立讯精密处以90万元罚款的行政处罚。《行政处罚法》第六十七条规定“作出罚款决定的行政机关应当与收缴罚款的机构分离。除依照本法第六十八条、第六十九条的规定当场收缴的罚款外，作出行政处罚决定的行政机关及其执法人员不得自行收缴罚款。当事人应当自收到行政处罚决定书之日起十五日内，到指定的银行或者通过电子支付系统缴纳罚款。银行应当收受罚款，并将罚款直接上缴国库”。 （文章来源：财联社）,http://finance.eastmoney.com/a/202605273751259136.html
东方财富-北京商报,2026-05-25 22:08:25,立讯精密：机器人尚未成熟阶段不会大规模投入、商业航天业务规模较小,立讯精密发布投资者关系活动记录表，就人形机器人、商业航天领域业务进展作出回应。　　关于人形机器人业务，公司表示，当前行业亟需机器人专用标准零部件，其常熟工厂已具备相关开发能力，可配合核心客户同步研发适配产品，无需沿用工业或汽车领域的现有部件。公司称，将依托大规模制造能力配合行业发展，但在行业尚未成熟阶段不会进行大规模投入。同时，公司判断，具备较大市场需求的机器人产品将率先在安全风险低、容错空间大的室内商业场景落地；此外，公司计划将机器人相关技术拆解应用于自身智能制造环节，优化生产效率。　　针对商业航天业务，立讯精密称目前已供应部分部件，但业务规模仍较小。受海外客户对地缘政治因素的敏感性影响，该产业实现规模化发展仍需时间。（文章来源：北京商报）,http://finance.eastmoney.com/a/202605253748517675.html
东方财富-每日经济新闻,2026-05-25 21:48:00,立讯精密2025年度股东会：存储涨价未带来额外成本压力；持续学习并谨慎投入机器人领域,5月22日，立讯精密（SZ002475，股价74.70元，市值5447.62亿元）召开2025年度股东会，董事长王来春率管理团队与参会股东就AI（人工智能）算力、光铜连接、端侧AI、人形机器人等话题进行了交流。　　5月25日盘后，立讯精密披露经整理后的交流环节内容。　　PCB目前不在公司短期发展计划内 　　对于市场关注的AI算力资本开支前景，立讯精密判断全球AI算力需求在未来3至5年内仍将保持强劲增长，但能源短缺会带来一定挑战。立讯精密方面将这一机遇类比公司2017年在消费电子领域的窗口期。　　在端侧AI方面，立讯精密对AI眼镜的判断较为审慎：目前该品类仅在提词器、翻译工具、投屏显示等细分场景具备应用价值，尚未形成达到百万级、千万级（原文如此——编者注）出货规模的消费者刚需产品，公司会紧跟行业步伐保持技术领先。对于AI手机，王来春认为核心壁垒不在于硬件实现，而在于生态建设以及对各地区政策法规环境的适配，作为硬件制造厂商，公司需要识别未来有能力创造颠覆性产品的客户并保持紧密合作。　　成本端，有股东关注存储芯片涨价影响。立讯精密回应，ODM（原始设计制造商）/JDM（联合设计制造商）厂商通常不直接承担存储、显示屏、电池、CPU（中央处理器）等核心零部件价格波动带来的成本风险，因此存储芯片涨价本身并未带来额外成本压力。此外，对于PCB（印制电路板）布局的提问，公司明确表示“PCB目前不在公司短期发展计划内”。　　在探索新业务领域方面，立讯精密以人形机器人为例表示，长期来看，全球或存在大量机器人需求，但大规模需求到来的时间尚不明确，公司会持续关注、学习并谨慎投入。　　立讯精密还透露，在人形机器人领域，当前行业最需要的是机器人专用标准零部件，而立讯常熟工厂已具备相关能力，可以配合核心客户同步开发这类专用零部件，不必完全沿用工业或汽车领域的现有零部件。但在行业尚不成熟时，公司不会进行大规模投入。　　立讯精密高层还预计，未来具备较大市场需求的机器人将首先出现在安全风险较低、容错空间较大的室内商业场景。　　专家判断448G铜连接可满足至2030年前后的行业需求 　　在光模块领域，立讯精密透露，作为该领域的新进入者，上市公司面对的是多家历史悠久、能力成熟的同业企业，短期仍面临诸多挑战，商务层面和营收规模的拓展需要时间。立讯精密同时坦承，目前暂不具备自研1.6T硅光芯片的能力。　　铜连接则是立讯精密优势更为显著的赛道。公司在448G CPC（共封装连接器）技术上已处于行业领先水平，业务进度符合预期。对于是否会继续向896G或更高速率产品推进，立讯精密给出了务实判断：从物理极限来看，896G铜连接仍存在较大挑战，目前行业尚未找到明确的突破方案；行业专家判断，448G铜连接可以满足至2030年前后的行业需求。　　关于市场热议的“光铜之争”，立讯精密在交流中明确主张“光铜并进”。　　“我们看到未来光连接的需求规模会远大于铜连接，但铜连接的技术门槛同样很高。”公司认为，二者并非简单替代关系，而是长期共存：短距离场景适用铜连接，长距离及更高速率场景对光连接需求更大；当铜连接接近信号传输极限时，需要通过光连接解决问题。在立讯精密看来，这一判断与头部客户大量布局光芯片、光纤厂商并不矛盾。　　在汽车业务方面，公司划出了一条清晰边界：不考虑整车组装业务。当前经营重点是为中国车企出海提供Tier 1（一级供应商）全球制造配套服务，同时为海外汽车品牌提供全球配套资源。　　商业航天方面，上市公司介绍其目前已供应部分部件但规模不大。（文章来源：每日经济新闻）,http://finance.eastmoney.com/a/202605253748474974.html
东方财富-财联社,2026-05-25 23:07:13,锐翔智能：下游客户包括东山精密、鹏鼎控股、景旺电子、立讯精密等,锐翔智能发布投资者关系活动记录表，公司下游客户主要为行业内头部企业，包括东山精密、鹏鼎控股、景旺电子、立讯精密、Mektec集团、住友电工、华通电脑、安捷利等。在长期合作过程中，公司与主要客户形成了较强的业务粘性，客户复购率保持在较高水平，合作关系具备较强的持续性与稳定性。公司子公司珠海奇川精密设备有限公司开发的嵌铜机也属于PCB硬板精密生产设备，该设备除应用于PCB散热铜块嵌埋外，目前公司也在配合客户进行在PCB板上嵌埋芯片的应用开发，由于该工艺的技术难度大，相关新应用能否最终落地并形成销售尚存在较大不确定性，敬请投资者注意投资风险。 （文章来源：财联社）,http://finance.eastmoney.com/a/202605253748539823.html
东方财富-人民财讯,2026-05-21 14:55:44,立讯精密等成立新材料公司,企查查APP显示，近日，南京讯瑞新材料有限公司成立，法定代表人为李帅君，注册资本为1000万元，经营范围包含新材料技术研发；新型金属功能材料销售；民用航空材料销售；电子专用材料制造；电子专用材料销售等。企查查股权穿透显示，该公司由立讯精密旗下立讯热传科技（惠州）有限公司等共同持股。（文章来源：人民财讯）,http://finance.eastmoney.com/a/202605213745106246.html
东方财富-东方财富Choice数据,2026-05-22 16:35:14,大宗交易：立讯精密成交2534.00万元（5-22）,2026年5月22日，立讯精密发生1笔大宗交易，共成交35.00万股，成交金额2534.00万元。该笔大宗交易成交均价72.40元，较该股当日收盘价72.40元持平。其中，机构席位买入35.00万股，成交额2534.00万元。免责声明：本文基于AI生产，仅供参考，不构成任何投资建议，据此操作风险自担。东方财富发布此内容旨在传播更多信息，与本平台立场无关。东方财富力求但不保证数据的完全准确，如有错漏请以中国证监会指定上市公司信息披露媒体为准，东方财富不对因该资料全部或部分内容而引致的盈亏承担任何责任。用户个人对服务的使用承担风险，东方财富对此不作任何类型的担保。,http://stock.eastmoney.com/a/202605223746739996.html
东方财富-证券日报,2026-05-22 16:14:00,立讯精密：截至5月20日公司股东户数为414971户,5月22日，立讯精密在互动平台回答投资者提问时表示，截至5月20日公司股东户数为414971户。（文章来源：证券日报）,http://finance.eastmoney.com/a/202605223746757176.html
东方财富-证券时报网,2026-05-22 17:13:00,立讯精密大宗交易成交2534.00万元，买卖双方均为机构专用席位,立讯精密5月22日大宗交易平台出现一笔成交，成交量35.00万股，成交金额2534.00万元，大宗交易成交价为72.40元。该笔交易的买卖双方均为机构专用席位。　　进一步统计，近3个月内该股累计发生14笔大宗交易，合计成交金额为16.54亿元。　　证券时报·数据宝统计显示，立讯精密今日收盘价为72.40元，上涨6.67%，日换手率为2.57%，成交额为133.02亿元，全天主力资金净流入10.31亿元，近5日该股累计下跌2.16%，近5日资金合计净流出42.95亿元。　　两融数据显示，该股最新融资余额为74.42亿元，近5日减少12.73亿元，降幅为14.60%。（数据宝）　　5月22日立讯精密大宗交易一览 成交量（万股）成交金额（万元）成交价格（元）相对当日收盘折溢价（%） 买方营业部卖方营业部35.002534.0072.400.00机构专用机构专用　　注：本文系新闻报道，不构成投资建议，股市有风险，投资需谨慎。 （文章来源：证券时报网）,http://finance.eastmoney.com/a/202605223746800890.html
东方财富-证券日报,2026-05-22 16:14:00,立讯精密：目前公司生产经营活动一切正常，无应披露而未披露的信息,5月22日，立讯精密在互动平台回答投资者提问时表示，目前公司生产经营活动一切正常，无应披露而未披露的信息。（文章来源：证券日报）,http://finance.eastmoney.com/a/202605223746754718.html
东方财富-中国证券报·中证金牛座,2026-05-22 22:49:02,现场直击立讯精密股东会，王来春谈AI：三五年内市场需求将强劲增长,5月22日，立讯精密2025年年度股东会在东莞召开。多位股东现场参会，立讯精密董事长王来春因在外地，在线主持会议，并与股东进行交流。谈及AI景气度时，王来春认为，三五年内，市场需求将强劲增长。　　对于立讯精密未来是否进行汽车代工，王来春表示，公司不考虑整车组装业务，重心在汽车的Tier1（车厂一级供应商）。 　　立讯精密东莞清溪镇厂区本报记者张兴旺/摄 谈AI：三五年内市场需求将强劲增长　　针对股东提问怎么看待未来三年AI的景气度，王来春表示，过去八九个月，在仔细了解观察所接触的客户后，她认为，三五年内，市场需求将强劲增长。作为制造企业，公司受益于AI发展。她深刻感受到，AI渗透到To B企业还有相当长的时间。　　立讯精密在手订单是否包括AI眼镜？王来春表示，在AI眼镜上，公司现在紧跟行业发展步伐，保持技术领先优势。但由于它现在还不是工作和生活的刚需，公司还没投入太多资源去开拓。　　豆包手机等AI手机未来需求如何？王来春称，公司作为硬件厂商，不需过多关注。立讯精密只需关注将来可能颠覆市场的客户群在哪里，只需要紧密与他们做好商业配合。　　针对存储涨价对公司影响的提问，王来春表示，公司没有单独因为存储的成本而受到来自客户传导的成本压力。过去立讯精密没有做太多中低端产品，现在公司将ODM（原始设计制造）的研发资源转到AI PC以及AI端侧开发赛道。“我们把ODM人才转到PC等产品上来时，明显加快了公司的一些业务进度。”王来春说。 谈机器人业务：重视核心零组件同步开发　　对于公司在人形机器人业务上的布局和优势，王来春表示，从机器人业务来看，其所用的标准零组件，包括皮肤、手套、脖颈、减速器等，公司常熟工厂都能打造。公司非常重视核心零组件的同步开发。　　王来春还表示，在机器人赛道，公司会一边关注一边学习，谨慎地去投入。　　4月9日，众擎机器人发布消息称，近日，公司完成总额2亿美元的B轮融资。立讯精密战略入局、联合领投。 谈汽车代工：完全不考虑　　针对智能汽车代工的提问，王来春称，公司对整车组装的判断清晰后，完全不会考虑这个业务。公司的重心在汽车的Tier1（车厂一级供应商）上。　　据立讯精密2025年年报披露，在汽车业务的内生产品线布局方面，公司的汽车整车线束、高低压及高速连接器、智能座舱与智能辅助驾驶（ADAS）等核心产品已在多品牌客户端实现全面导入；与此同时，公司坚持底层技术正向研发，除自主开发的高速/低压连接器已确立领先优势外，正加速孵化并推进智能底盘域控制器、后轮转向控制单元等前沿智驾底盘核心部件的量产应用，持续完善汽车核心零部件全矩阵布局。外延发展方面，2025年公司完成对德国百年汽车零部件巨头莱尼集团（Leoni）的交割与全面整合。　　2025年，立讯精密汽车电子业务收入为392.55亿元，同比增长185.34%，占公司营收的比例由上年的5.12%提升至2025年的11.81%。（文章来源：中国证券报·中证金牛座）,http://finance.eastmoney.com/a/202605223747074049.html
东方财富-上海证券报·中国证券网,2026-05-22 15:13:09,立讯精密：正推进448G铜互连产品矩阵的仿真设计与测试验证,立讯精密22日在互动平台上回答投资者提问时介绍，目前，公司正推进448G铜互连产品矩阵的仿真设计与测试验证，相关方案涵盖448G KOOLIO CPC及配套自研Optamax高速裸线、1.6TAEC/ACC等方向。（文章来源：上海证券报·中国证券网）,http://finance.eastmoney.com/a/202605223746666056.html
