source,pub_time,title,content,url
东方财富-证券时报网,2026-05-27 17:18:00,立讯精密大宗交易成交26.00万股 成交额1861.34万元,立讯精密5月27日大宗交易平台出现一笔成交，成交量26.00万股，成交金额1861.34万元，大宗交易成交价为71.59元。该笔交易的买方营业部为中国中金财富证券有限公司福州五四路证券营业部，卖方营业部为机构专用。　　进一步统计，近3个月内该股累计发生18笔大宗交易，合计成交金额为18.15亿元。　　证券时报·数据宝统计显示，立讯精密今日收盘价为71.59元，下跌1.19%，日换手率为2.27%，成交额为119.55亿元，全天主力资金净流出6.27亿元，近5日该股累计上涨2.17%，近5日资金合计净流出16.10亿元。　　两融数据显示，该股最新融资余额为70.63亿元，近5日减少17.49亿元，降幅为19.85%。　　机构评级来看，近5日共有1家机构给予该股评级，预计目标价最高的是国泰海通证券，5月26日国泰海通证券发布的研报预计公司目标价为106.05元。（数据宝）　　5月27日立讯精密大宗交易一览 成交量（万股）成交金额（万元）成交价格（元）相对当日收盘折溢价（%） 买方营业部卖方营业部26.001861.3471.590.00中国中金财富证券有限公司福州五四路证券营业部机构专用　　注：本文系新闻报道，不构成投资建议，股市有风险，投资需谨慎。 （文章来源：证券时报网）,http://finance.eastmoney.com/a/202605273751385237.html
东方财富-中国新闻网,2026-05-27 19:36:02,中国市场监管部门对立讯精密作出行政处罚,中新社北京5月27日电中国国家市场监管总局27日公布，该局近日依法对立讯精密工业股份有限公司(以下简称立讯精密)收购闻泰科技股份有限公司部分业务违反《中华人民共和国反垄断法》实施经营者集中案作出行政处罚决定，综合考虑立讯精密主动报告违法事实、完善反垄断合规管理制度并有效实施等情形，决定对其处以90万元人民币罚款。　　据披露，2025年2月17日，立讯精密主动向国家市场监管总局报告，其收购闻泰科技股份有限公司部分业务的交易涉嫌违法实施经营者集中。经调查，该交易确系在未依法申报的情况下完成，违反了《中华人民共和国反垄断法》关于经营者集中事先申报的有关规定。　　经评估，该项交易不具有排除、限制竞争的效果。鉴于立讯精密在国家市场监管总局尚未掌握其违法事实前主动报告，符合法定从轻处罚情形。同时，立讯精密主动完善并有效实施反垄断合规管理制度，符合一项下调罚款情形。依据《中华人民共和国反垄断法》和《违法实施经营者集中行政处罚裁量权基准(试行)》相关规定，国家市场监管总局依法对立讯精密从轻处罚并下调罚款数额，作出上述处罚决定。(完)（文章来源：中国新闻网）,http://finance.eastmoney.com/a/202605273751466524.html
东方财富-第一财经,2026-05-27 15:11:32,市场监管总局对立讯精密处以90万元罚款的行政处罚,5月27日，市场监管总局发布立讯精密工业股份有限公司收购闻泰科技股份有限公司部分业务违法实施经营者集中案行政处罚决定书。根据《中华人民共和国反垄断法》、《经营者集中审查规定》，本机关于2025年9月5日对立讯精密工业股份有限公司收购闻泰科技股份有限公司部分业务涉嫌违法实施经营者集中案进行立案调查。经查，本次交易前，闻泰科技间接持有目标业务100%股权，单独控制目标业务；本次交易后，立讯精密间接持有目标业务100%股权，单独控制目标业务，属于《反垄断法》第二十五条规定的经营者集中。本机关认为，立讯精密负有依法申报经营者集中的法律义务，未依法事先申报实施经营者集中，违反《反垄断法》第二十六条规定，构成违法实施经营者集中。立讯精密在本机关掌握该违法实施经营者集中行为前主动报告，具有从轻处罚情形。同时，立讯精密在发现违法事实后积极整改，完善反垄断合规管理制度并有效实施，决定对立讯精密处以90万元罚款的行政处罚。（文章来源：第一财经）,http://finance.eastmoney.com/a/202605273751261164.html
东方财富-央广财经,2026-05-27 16:11:16,违法实施经营者集中 市场监管总局对立讯精密处以90万元罚款,央广网北京5月27日消息（记者邵蓝洁）5月21日，市场监管总局依法对立讯精密工业股份有限公司（以下称“立讯精密”）收购闻泰科技股份有限公司部分业务违反《中华人民共和国反垄断法》实施经营者集中案作出行政处罚决定，综合考虑立讯精密主动报告违法事实、完善反垄断合规管理制度并有效实施等情形，决定对其处以90万元罚款。　　2025年2月17日，立讯精密主动向市场监管总局报告，其收购闻泰科技股份有限公司部分业务的交易涉嫌违法实施经营者集中。经调查，该交易确系在未依法申报的情况下完成，违反了《中华人民共和国反垄断法》关于经营者集中事先申报的有关规定。经评估，该项交易不具有排除、限制竞争的效果。鉴于立讯精密在市场监管总局尚未掌握其违法事实前主动报告，符合法定从轻处罚情形。同时，立讯精密主动完善并有效实施反垄断合规管理制度，符合一项下调罚款情形。依据《中华人民共和国反垄断法》和《违法实施经营者集中行政处罚裁量权基准（试行）》相关规定，市场监管总局依法对立讯精密从轻处罚并下调罚款数额，作出上述处罚决定。（文章来源：央广财经）,http://finance.eastmoney.com/a/202605273751311456.html
东方财富-新京报,2026-05-27 16:01:00,立讯精密因未事先申报收购闻泰部分业务被罚90万元,5月27日，市场监管总局发布立讯精密工业股份有限公司收购闻泰科技股份有限公司部分业务违法实施经营者集中案行政处罚决定书，立讯精密工业股份有限公司因在收购闻泰科技部分电子产品代工业务时，未依法事先申报并擅自变更股权，构成违法实施经营者集中；鉴于该交易不具有排除、限制竞争效果，且立讯精密具有主动报告、积极整改等从轻处罚情形，市场监管总局依法对其处以90万元罚款的行政处罚。（文章来源：新京报）,http://finance.eastmoney.com/a/202605273751311624.html
东方财富-经济参考网,2026-05-27 19:47:49,因收购闻泰科技部分业务违法，立讯精密被罚90万元,5月27日，市场监管总局公布了对立讯精密（002475.SZ）收购闻泰科技股份有限公司（简称“闻泰科技”）部分业务违法实施经营者集中案的行政处罚结果。该处罚决定于5月21日作出，综合考虑立讯精密主动报告违法事实、完善反垄断合规管理制度并有效实施等情形，最终对其处以90万元罚款。　　此次处罚涉及的交易主要是：2025年1月23日，立讯精密通过全资子公司立讯通讯（上海）有限公司与闻泰科技全资子公司闻泰通讯股份有限公司签署《股权转让协议》，收购闻泰科技旗下嘉兴永瑞电子科技有限公司、上海闻泰电子科技有限公司、上海闻泰信息科技有限公司三家公司股权，从而取得其部分电子产品代工业务。1月26日至27日，上述三家公司相继完成股权变更登记，交易实施完毕。　　该交易实施前，立讯精密未依法向市场监管总局进行经营者集中申报。市场监管总局经调查认定，本次交易前，闻泰科技间接持有目标业务100%股权，单独控制目标业务；交易完成后，立讯精密间接持有目标业务100%股权，单独控制目标业务，该情形属于《中华人民共和国反垄断法》第二十五条规定的经营者集中。同时，市场监管总局依据《中华人民共和国反垄断法》第三十三条进行评估后认为，本项集中不具有排除、限制竞争的效果。　　作为收购方，立讯精密负有依法申报经营者集中的法律义务，但未在实施前向市场监管总局进行经营者集中申报，违反了事先申报的法定程序要求。不过，立讯精密因两项关键情节获得从轻处罚。　　首先是主动报告。2025年2月17日，立讯精密在市场监管总局尚未掌握该违法事实前，主动向监管部门报告了交易涉嫌违法实施经营者集中的情况，符合从轻处罚的法定情形。　　其次是积极整改。立讯精密在发现违法事实后，主动完善并有效实施了反垄断合规管理制度。市场监管总局综合考虑了当事人违法行为的性质、程度、持续时间以及消除违法行为后果的情况等因素，依法对立讯精密从轻处罚并下调罚款数额。　　据2025年年度报告，立讯精密全年实现营业总收入3323.44亿元，同比增长23.64%；归属于上市公司股东的净利润为166.00亿元，同比增长24.20%；扣非净利润为141.69亿元，同比增长21.16%；基本每股收益2.29元。　　从业务结构来看，立讯精密的消费电子业务仍是核心支柱，占总营收比重达79.52%；汽车电子业务占比11.81%，通讯及数据中心业务占比7.39%。　　2025年年报显示，闻泰科技全年实现营业收入312.53亿元，同比下降57.54%；归属于上市公司股东的净利润为-87.48亿元，较上年同期亏损28.33亿元进一步扩大；公司扣非净利润为-3.16亿元，基本每股收益为-7.03元。（文章来源：经济参考网）,http://finance.eastmoney.com/a/202605273751470362.html
东方财富-财联社,2026-05-27 15:13:00,市场监管总局：对立讯精密处以90万元罚款的行政处罚,财联社5月27日讯，2026年5月21日，市场监管总局对立讯精密工业股份有限公司收购闻泰科技股份有限公司部分业务违法实施经营者集中案作出行政处罚决定，现将行政处罚决定书予以公告。立讯精密负有依法申报经营者集中的法律义务，未依法事先申报实施经营者集中，违反《反垄断法》第二十六条规定，构成违法实施经营者集中。依据《反垄断法》第三十三条，评估认为本项集中不具有排除、限制竞争的效果。　　依据《反垄断法》第五十八条、第五十九条以及《违法实施经营者集中行政处罚裁量权基准（试行）》第五条、第六条、第七条、第九条等规定，本机关综合考虑了当事人违法行为的性质、程度、持续时间和消除违法行为后果的情况等。　　立讯精密在本机关掌握该违法实施经营者集中行为前主动报告，具有从轻处罚情形。同时，立讯精密在发现违法事实后积极整改，完善反垄断合规管理制度并有效实施，决定对立讯精密处以90万元罚款的行政处罚。　　国家市场监督管理总局行政处罚决定书　　国市监处罚〔2026〕26号　　当事人：立讯精密工业股份有限公司　　主体资格证照名称：营业执照　　统一社会信用代码：91440300760482233Q　　住所：深圳市宝安区沙井街道蚝一西部三洋新工业区A栋2层　　法定代表人：王来春　　身份证件号码：（略）　　根据《中华人民共和国反垄断法》（以下简称《反垄断法》）、《经营者集中审查规定》，本机关于2025年9月5日对立讯精密工业股份有限公司（以下简称立讯精密）收购闻泰科技股份有限公司（以下简称闻泰科技）部分业务涉嫌违法实施经营者集中案进行立案调查。　　经查，该案构成违法实施经营者集中，但不具有排除、限制竞争的效果。本机关按照《中华人民共和国行政处罚法》（以下简称《行政处罚法》）的规定，向立讯精密送达了《行政处罚告知书》，告知当事人拟作出的行政处罚内容及事实、理由、依据，并告知当事人依法享有的陈述、申辩、要求听证的权利。立讯精密在规定期限内没有提出陈述、申辩意见或要求举行听证，本案现已调查终结。　　一、案件来源及调查经过　　2025年2月17日，立讯精密向本机关提交说明材料，主动告知立讯精密收购嘉兴永瑞电子科技有限公司（以下简称嘉兴永瑞）等三家公司股权的交易涉嫌违法实施经营者集中。经核，上述三家公司是闻泰科技全资子公司，本交易实为立讯精密收购闻泰科技的部分电子产品代工业务（以下称目标业务）。2025年9月5日，对本案立案调查。11月27日，实施进一步调查，对本案是否具有排除、限制竞争效果进行了评估。　　二、基本情况　　（一）交易方。　　当事人：立讯精密（收购方）。2004年在广东省注册成立，主要业务为电子产品代工、汽车互联网产品及精密组件、通讯互联产品及精密组件、其他连接器等产品的生产销售等。最终控制人为（略）。2024年，立讯精密（含关联方）全球和中国境内营业额分别为（略）。　　目标业务：闻泰科技通过嘉兴永瑞、上海闻泰电子科技有限公司（以下简称闻泰电子）、上海闻泰信息科技有限公司（以下简称闻泰信息）等三家公司从事的部分电子产品代工业务。目标业务最终控制人为（略）。嘉兴永瑞于2014年在浙江省注册成立，负责闻泰科技电子产品代工服务业务流程中的生产制造环节；闻泰电子和闻泰信息分别于2006年、2016年在上海市注册成立，负责闻泰科技电子产品代工服务业务流程中的软件和技术研发环节。2024年，目标业务全球和中国境内营业额分别为（略）。　　股权出让方（非参与集中的经营者）：闻泰科技。1993年在湖北省注册成立，主要业务为半导体功率器件、模拟芯片的研发设计、晶圆制造和封装测试；手机、平板电脑、笔记本电脑、汽车电子等终端产品研发制造服务。　　（二）交易情况。　　2025年1月23日，立讯精密通过全资子公司立讯通讯（上海）有限公司（以下简称立讯通讯）与闻泰科技全资子公司闻泰通讯股份有限公司（以下简称闻泰通讯）签署《股权转让协议》，闻泰通讯将其持有的目标业务股权转让给立讯通讯。1月26日，嘉兴永瑞和闻泰电子完成股权变更登记，1月27日，闻泰信息完成股权变更登记，立讯精密间接取得目标业务100%股权，单独控制目标业务。　　三、违法事实及相关证据　　（一）本案构成违法实施经营者集中。　　根据《反垄断法》第二十五条规定，“经营者集中是指下列情形：（一）经营者合并；（二）经营者通过取得股权或者资产的方式取得对其他经营者的控制权；（三）经营者通过合同等方式取得对其他经营者的控制权或者能够对其他经营者施加决定性影响”。经查，本次交易前，闻泰科技间接持有目标业务100%股权，单独控制目标业务；本次交易后，立讯精密间接持有目标业务100%股权，单独控制目标业务，属于《反垄断法》第二十五条规定的经营者集中。　　2024年，立讯精密（含关联方）全球和中国境内营业额分别为（略）；目标业务全球和中国境内营业额分别为（略），达到《国务院关于经营者集中申报标准的规定》第三条规定的申报标准，属于应当申报的情形。　　根据《反垄断法》第二十六条规定，“经营者集中达到国务院规定的申报标准的，经营者应当事先向国务院反垄断执法机构申报，未申报的不得实施集中”。2025年1月26日，嘉兴永瑞和闻泰电子完成股权变更登记，1月27日，闻泰信息完成股权变更登记，此前未依法向本机关申报，违反《反垄断法》第二十六条，构成违法实施经营者集中。　　（二）本案不具有排除、限制竞争的效果。　　本机关就立讯精密收购闻泰科技部分业务对市场竞争的影响进行了评估，评估认为，该项经营者集中不会产生排除、限制竞争效果。　　上述事实，有立讯精密提交的情况说明、目标业务变更登记证明、股权转让协议、2024年财务报表及审计报告等证据证明。　　四、行政处罚依据和决定　　本机关认为，立讯精密负有依法申报经营者集中的法律义务，未依法事先申报实施经营者集中，违反《反垄断法》第二十六条规定，构成违法实施经营者集中。依据《反垄断法》第三十三条，评估认为本项集中不具有排除、限制竞争的效果。　　依据《反垄断法》第五十八条、第五十九条以及《违法实施经营者集中行政处罚裁量权基准（试行）》第五条、第六条、第七条、第九条等规定，本机关综合考虑了当事人违法行为的性质、程度、持续时间和消除违法行为后果的情况等。立讯精密在本机关掌握该违法实施经营者集中行为前主动报告，具有从轻处罚情形。同时，立讯精密在发现违法事实后积极整改，完善反垄断合规管理制度并有效实施，决定对立讯精密处以90万元罚款的行政处罚。　　《行政处罚法》第六十七条规定“作出罚款决定的行政机关应当与收缴罚款的机构分离。除依照本法第六十八条、第六十九条的规定当场收缴的罚款外，作出行政处罚决定的行政机关及其执法人员不得自行收缴罚款。当事人应当自收到行政处罚决定书之日起十五日内，到指定的银行或者通过电子支付系统缴纳罚款。银行应当收受罚款，并将罚款直接上缴国库”。　　当事人应当自收到本行政处罚决定书之日起十五日内，携缴款码到15家中央财政非税收入收缴代理银行（工、农、中、建、交、中信、光大、招商、邮储、华夏、平安、兴业、民生、广发、浙商）任一银行网点、网上银行缴纳罚款。缴款码：（略）。到期不缴纳罚款的，依据《行政处罚法》第七十二条的规定，本机关将每日按罚款数额的百分之三加处罚款，并依法申请人民法院强制执行。　　当事人如对上述行政处罚决定不服，可以自收到本行政处罚决定书之日起六十日内，向国家市场监督管理总局申请行政复议；或者自收到本行政处罚决定书之日起六个月内，依法向北京知识产权法院提起行政诉讼。行政复议或者行政诉讼期间，本行政处罚决定不停止执行。　　市场监管总局　　2026年5月21日（文章来源：财联社）,http://finance.eastmoney.com/a/202605273751259846.html
东方财富-大河财立方,2026-05-27 15:10:11,罚款90万元！立讯精密收购闻泰科技部分业务违法,【大河财立方消息】5月21日，市场监管总局对立讯精密工业股份有限公司收购闻泰科技股份有限公司部分业务违法实施经营者集中案作出行政处罚决定，现将行政处罚决定书予以公告。　　立讯精密负有依法申报经营者集中的法律义务，未依法事先申报实施经营者集中，违反《反垄断法》第二十六条规定，构成违法实施经营者集中。　　依据《反垄断法》第三十三条，评估认为本项集中不具有排除、限制竞争的效果。　　依据《反垄断法》第五十八条、第五十九条以及《违法实施经营者集中行政处罚裁量权基准（试行）》第五条、第六条、第七条、第九条等规定，市场监管总局综合考虑了当事人违法行为的性质、程度、持续时间和消除违法行为后果的情况等。　　立讯精密在市场监管总局掌握该违法实施经营者集中行为前主动报告，具有从轻处罚情形。同时，立讯精密在发现违法事实后积极整改，完善反垄断合规管理制度并有效实施，决定对立讯精密处以90万元罚款的行政处罚。（文章来源：大河财立方）,http://finance.eastmoney.com/a/202605273751262912.html
东方财富-东方财富Choice数据,2026-05-26 16:32:24,大宗交易：立讯精密成交1.42亿元（5-26）,2026年5月26日，立讯精密发生3笔大宗交易，共成交196.47万股，成交金额1.42亿元，占其流通市值比例为0.03%。3笔大宗交易成交均价72.45元，较该股当日收盘价72.45元持平。其中，机构席位买入196.47万股，成交额1.42亿元。免责声明：本文基于AI生产，仅供参考，不构成任何投资建议，据此操作风险自担。东方财富发布此内容旨在传播更多信息，与本平台立场无关。东方财富力求但不保证数据的完全准确，如有错漏请以中国证监会指定上市公司信息披露媒体为准，东方财富不对因该资料全部或部分内容而引致的盈亏承担任何责任。用户个人对服务的使用承担风险，东方财富对此不作任何类型的担保。,http://stock.eastmoney.com/a/202605263749684451.html
东方财富-中国证券报·中证网,2026-05-25 22:16:00,立讯精密：不考虑整车组装业务,中证报中证网讯5月25日，立讯精密披露投资者关系活动记录表。5月22日，在公司2025年度股东会交流中，立讯精密表示，公司不考虑整车组装业务。公司汽车板块当前的经营重点是为中国车企出海提供Tier 1（车厂一级供应商）全球制造配套服务，同时为海外汽车品牌提供全球配套资源。目前，公司是中国Tier 1供应商中全球服务布局较为完整的企业之一。　　立讯精密表示，全球AI算力需求在未来三至五年内仍将保持强劲增长。谈及人形机器人时，立讯精密表示，公司会持续关注、学习并谨慎投入。　　AI算力需求三至五年内将保持强劲增长　　立讯精密表示，公司自2013年起即推动传统线缆连接器业务向通信产业拓展；2020年初开始布局AI算力赛道；自2024年以来，公司积极开拓海外CSP（云服务提供商）市场，并向客户推介通信产业的成熟产品。过去两年，公司在技术端和商务端均取得较好成果，相关能力得到客户认可。　　立讯精密认为，全球AI算力需求在未来三至五年内仍将保持强劲增长，但能源短缺会带来一定挑战。公司从通信赛道切入AI算力赛道，是因为看到这部分业务未来3-5年都会有较好的成长空间，其发展机遇可类比公司2017年在消费电子领域所面临的机遇。　　立讯精密表示，作为AI算力供应链企业，公司正在快速引入AI平台，通过AI提升自身管理与制造环节的效率，在争取商业机会的同时，推进内部各项运作效能提升。　　立讯精密表示，对公司而言，液冷业务当前以打好能力基础为主；在电源业务方面，公司仅介入低压DC-DC领域。综合考虑宏观环境和公司自身基础，这两部分业务仍需要更多沉淀，待基础更加成熟后再发力。　　持续关注、谨慎投入人形机器人行业　　谈及人形机器人时，立讯精密称，公司会持续关注、学习并谨慎投入。公司认为，长期来看，全球或存在大量机器人需求，但大规模需求到来的时间尚不明确。　　立讯精密表示，在人形机器人领域，当前行业最需要的是机器人专用标准零部件。公司常熟工厂已具备相关能力，可以配合核心客户同步开发这类专用零部件，不必完全沿用工业或汽车领域的现有零部件。作为大规模制造企业，公司拥有丰富的应用场景，可与行业共同成长；但在行业尚不成熟时，公司不会进行大规模投入。　　立讯精密称，目前，全球机器人行业缺乏统一法规与行业标准。未来具备较大市场需求的机器人，预计会首先出现在安全风险较低、容错空间相对较大的室内商业场景，并逐步培育市场。此外，对公司内部而言，公司可将机器人相关功能拆解后应用到自身智能制造环节。（文章来源：中国证券报·中证网）,http://finance.eastmoney.com/a/202605253748528029.html
东方财富-证券日报,2026-05-25 20:02:00,立讯精密：PCB目前不在公司短期发展计划内,立讯精密在接受调研者提问时表示，PCB目前不在公司短期发展计划内。（文章来源：证券日报）,http://finance.eastmoney.com/a/202605253748376410.html
东方财富-时代周报,2026-05-27 23:13:56,收购“踩线”反垄断被罚90万，立讯精密回应：不影响经营和已经完成的交易,立讯精密（002475.SZ）的重大资产收购又“摊上事”了。　　5月27日午后，国家市场监督管理总局（简称“市场监管总局”）公告行政处罚决定书，认定立讯精密收购*ST闻泰（600745.SH）部分业务构成违法实施《反垄断法》第二十五条规定的经营者集中，对其处以90万元罚款。 　　图片来源：国家市场监督管理总局　　监管部门同时明确，经评估本次集中不具有排除、限制竞争的效果，罚款系结合立讯精密主动报告、积极整改等情节作出的从轻裁量。　　为了解更多细节，时代周报记者于5月27日下午分别联系两家公司，其中立讯精密公司人士回应称：“公司已收到并尊重相关行政处罚决定，将依法按期缴纳90万元罚款。该处罚不影响公司正常经营及财务状况。公司高度重视反垄断及经营者集中申报相关合规要求，已就本次事项积极整改，并进一步完善反垄断合规管理机制。”　　5月27日，A股消费电子板块整体窄幅震荡。立讯精密股价全天震荡，截至收盘跌1.19%，报收71.59元/股，总市值跌至5216亿元左右；*ST闻泰则强势涨停，报收18.75元/股，总市值涨至233亿元左右。　　处罚仅针对程序性违法　　此次触发反垄断处罚的交易，是立讯精密与*ST闻泰43.89亿元重大资产交易中的组成部分。　　根据深交所公告及市场监管总局处罚决定书，2025年1月23日，立讯精密全资子公司立讯通讯（上海）有限公司与*ST闻泰全资子公司闻泰通讯股份有限公司签署《股权转让协议》，收购嘉兴永瑞电子科技有限公司、上海闻泰电子科技有限公司、上海闻泰信息科技有限公司三家公司100%股权，对应*ST闻泰旗下部分电子产品代工业务，其中嘉兴永瑞负责生产制造环节，两家上海公司负责软件与技术研发环节。　　2025年1月26日、27日，上述三家标的公司先后完成股权变更登记，立讯精密间接取得目标业务100%股权并实现单独控制。　　从交易结构来看，该笔收购属于*ST闻泰整体剥离消费电子ODM业务的核心一环，整体交易涵盖9家标的公司股权与多项业务资产包，总交易对价确定为43.89亿元，资金来源于立讯精密自有及自筹资金。　　从合规层面看，本次交易触及经营者集中申报红线却未履行事前义务。依据《反垄断法》第二十五条、第二十六条规定，经营者集中达到申报标准的，应当事先向反垄断执法机构申报，未申报不得实施集中。经监管核查，2024年立讯精密（含关联方）与目标业务的全球及中国境内营业额，均已达到《国务院关于经营者集中申报标准的规定》第三条的申报门槛，属于法定应当申报的情形。　　2025年2月17日，立讯精密主动向市场监管总局提交说明材料，告知案涉交易涉嫌违法实施经营者集中；2025年9月5日，监管部门正式立案调查；同年11月27日，监管部门完成竞争效果评估；2026年5月21日，市场监管总局作出最终处罚决定，并于5月27日披露公告。　　对于该处罚，上海明伦律师事务所的王智斌律师5月27日接受时代周报记者采访时表示，市场监管总局认定本案不具有排除、限制竞争效果，表明交易完成后电子产品代工市场的竞争格局依然充分，立讯精密取得控制权并未显著改变市场结构或抬高市场进入壁垒，交易本身在竞争法层面属于中性行为。90万元罚款处于法定裁量区间的较低水平，体现了过罚相当与包容审慎的执法态度。　　那么该处罚会影响已经完成的交易吗？上述立讯精密公司人士回应时明确表示“不影响”。王智斌进一步解释称，该行政处罚仅针对程序性违法，即未依法事先申报这一行为，并不否定交易本身的效力，也不会对已完成的股权变更登记及资产交割产生溯及力。立讯精密已实际取得三家目标公司股权，权属状态稳定，整体交易的合法性不因程序瑕疵而受到实质性冲击。执法目的侧重于警示和督促合规，而非撤销交易或恢复原状。　　此外，王智斌还指出，现行反垄断执法实践中，违法实施经营者集中的法律责任通常由取得控制权的收购方承担，出让方*ST闻泰并不因本次交易而承担连带申报义务或行政处罚，除非存在双方合谋规避申报的明确证据。　　印度资产仲裁悬而未决　　这场大额交易对立讯精密与*ST闻泰而言，均承载着核心战略转型目标。不过，目前双方尚未完成全部资产包的交割。　　从*ST闻泰的角度，出售消费电子代工业务是其剥离非核心、聚焦半导体的关键举措。*ST闻泰早年为手机ODM行业巨头，受行业低毛利率、客户议价权压制等因素影响，2018年起通过收购安世半导体向功率半导体赛道转型。完成转型后，公司启动ODM业务剥离，旨在集中资源巩固半导体行业地位。　　而立讯精密的核心诉求，则是突破果链依赖、补齐安卓代工能力。作为苹果供应链核心企业，2024年立讯精密第一大客户销售额占比高达70.74%，单一客户依赖风险突出。*ST闻泰拥有三星、小米、OPPO等安卓阵营核心客户资源，收购其代工业务可快速补齐安卓生态的研发与制造资源，缩短自主培育周期，优化客户结构。　　对于双方都战略意义重大的交易，却在印度资产包环节陷入僵局。根据双方公告，截至2026年1月，整体交易中除印度闻泰业务资产包外，其余境内外资产均已完成权属变更登记。　　立讯精密方面称，印度闻泰相关资产存在查封、冻结等交割受限情形，因涉及当地政府调查、程序未完结，无法办理权属变更，合同目的已无法实现，因此主张终止《印度资产协议》，要求*ST闻泰退还已支付的19.77亿卢比（约1.53亿元）款项，且未支付1.6亿元尾款。　　*ST闻泰则持相反态度，公司表示印度资产包已完成实质转移，仅土地权属变更需立讯精密配合，立讯精密单方终止协议不具备合法性。*ST闻泰已在新加坡国际仲裁中心提出反请求，要求立讯精密继续履约、支付尾款并赔偿损失。　　截至2026年5月27日，该跨境仲裁暂无最新进展，双方也未就此事对时代周报记者做出回应。（文章来源：时代周报）,http://finance.eastmoney.com/a/202605273751663318.html
东方财富-每日经济新闻,2026-05-28 06:08:16,立讯精密回应收购闻泰科技部分业务被罚90万元：已就本次事项积极整改,因收购闻泰科技部分业务构成违法实施经营者集中，“果链”龙头立讯精密（SZ002475，股价71.59元，市值5216亿元）被罚90万元。　　5月27日，市场监管总局发布立讯精密工业股份有限公司收购闻泰科技股份有限公司部分业务违法实施经营者集中案行政处罚决定书。市场监管总局认为，立讯精密负有依法申报经营者集中的法律义务，未依法事先申报实施经营者集中，违反反垄断法相关规定，构成违法实施经营者集中，但不具有排除、限制竞争的效果。　　市场监管总局综合考虑了当事人违法行为的性质、程度、持续时间和消除违法行为后果的情况等，立讯精密在市场监管总局掌握该违法实施经营者集中行为前主动报告，具有从轻处罚情形。同时，立讯精密在发现违法事实后积极整改，完善反垄断合规管理制度并有效实施，决定对立讯精密处以90万元罚款的行政处罚。　　5月27日，记者联系立讯精密方面了解情况，公司回应称，公司已收到并尊重相关行政处罚决定，将依法按期缴纳90万元罚款，该处罚不影响公司正常经营及财务状况。　　公开资料显示，2024年年底，闻泰科技发布公告称，公司与立讯有限签署了《出售意向协议》，拟将公司及控股子公司拥有的部分与产品集成业务相关的标的公司股权和标的经营资产转让给立讯有限或其指定方。立讯有限系上市公司立讯精密的控股股东。　　据悉，闻泰科技此次拟出售的标的资产为，与产品集成业务相关的9家标的公司股权和标的经营资产。其中，仅嘉兴永瑞100%股权、闻泰信息100%股权、闻泰电子100%股权由闻泰科技全资子公司闻泰通讯与立讯精密签署《股权转让协议》。　　具体来看，2025年1月23日，立讯精密通过全资子公司立讯通讯与闻泰科技全资子公司闻泰通讯签署《股权转让协议》，随后，嘉兴永瑞、闻泰电子及闻泰信息相继完成股权变更登记，立讯精密间接取得前述三家公司100%股权。　　同年2月17日，立讯精密向市场监管总局提交说明材料，主动告知立讯精密收购嘉兴永瑞等三家公司股权的交易涉嫌违法实施经营者集中。9月5日，市场监管总局对本案立案调查。　　立讯精密方面进一步表示，公司高度重视反垄断及经营者集中申报相关合规要求，已就本次事项积极整改，并进一步完善反垄断合规管理机制。　　截至目前，立讯精密已完成了对闻泰科技部分子公司股权及资产的收购，闻泰的相关资产主要集中于非苹果客户的消费电子系统集成业务。业内普遍认为，这笔交易有助于立讯拓展苹果之外的客户。　　值得注意的是，根据立讯精密发布的2025年财报数据计算，去年公司来自第一大客户的营收为1883.81亿元，占年度销售总额的比例从2024年的70.74%下降至56.68%。而在2021年至2024年期间，立讯精密的第一大客户销售占比曾连续四年维持在70%以上。与此同时，其他消费电子业务营收从2024年的339.55亿元增至2025年的758.85亿元。这意味着立讯正降低对单一大客户的依赖。（文章来源：每日经济新闻）,http://finance.eastmoney.com/a/202605273751609489.html
东方财富-证券日报,2026-05-27 19:00:00,立讯精密收购闻泰科技部分业务因未事先申报遭罚90万元,5月27日，据市场监督管理总局官网，5月21日，市场监督管理总局对立讯精密工业股份有限公司（以下简称“立讯精密”）收购闻泰科技股份有限公司（以下简称“闻泰科技”）部分业务违法实施经营者集中的行为，处以90万元罚款。　　市场监管总局处罚决定书显示，2025年1月23日，立讯精密全资子公司与闻泰科技全资子公司签署协议，收购嘉兴永瑞电子科技有限公司等三家公司100%股权，对应闻泰科技电子产品代工相关生产制造、软件技术研发业务。2025年1月25日至1月27日，相关股权完成变更登记，立讯精密实现对目标业务单独控制。　　2025年2月17日，立讯精密主动向市场监管总局报告该交易涉嫌违法实施经营者集中。因交易双方2024年营业额均达到法定申报标准，立讯精密未事先申报即完成集中，违反《反垄断法》相关规定。　　市场监管总局评估认为，本次集中不具有排除、限制竞争效果。鉴于立讯精密主动报告、积极整改并完善合规制度，依据相关法规从轻处罚，最终作出90万元罚款决定。当事人可在法定期限内申请复议或提起诉讼。（文章来源：证券日报）,http://finance.eastmoney.com/a/202605273751456197.html
